case,network,congestion,T,segments,ramp_scenario,load_scenario,fixed_cost_multiplier,method,method_name,milp_obj,pricing_obj,duality_gap,gen_uplift,ftr_cost,total_uplift,lmp_min,lmp_max,method_time,build_time,solver_time,total_time,schedule_time,chp_time,oracle_time,on_arcs,off_arcs,dag_edges,v_vars,n_iter,n_columns,converged,stop_reason,upper_bound,bound_gap,n_states,n_arcs
118,single,none,24,3,base,base,1.0,chp,CHP 原空间精确 LP（本文）,2115083.6247318857,2115032.200430469,51.42430141661316,51.42430144918353,0.0,51.42430144918353,37.07999999999956,53.35050000000005,12.095206260681152,2.6952453998383135,7.961000204086304,12.01967309997417,0.9849011898040771,12.095206260681152,0.6762034893035889,9274,8278,17552,86555,,,,,,,,
118,single,none,24,3,base,base,1.0,dwp_incremental,Dantzig-Wolfe (incremental)（96 轮，收敛）,2115083.6247318857,2115032.2004304337,51.42430145200342,51.42430144962191,0.0,51.42430144962191,37.07999999999972,53.35050000000001,42.85922145843506,,,42.85922145843506,0.9849011898040771,,,9274,8278,17552,86555,96,1698,True,reduced_cost,,,,
118,single,none,24,3,base,base,1.0,xiao,Xiao explicit M-CHP（185160 arcs）,2115083.6247318857,2115032.2002706043,51.42446128139272,51.42430280545932,0.0,51.42430280545932,37.0799995780246,53.35050002998877,4.4127936363220215,,,4.4127936363220215,0.9849011898040771,,,9274,8278,17552,86555,,,,,,,24171,185160
